txn_id,member_id,ticker,txn_date,txn_type,quantity,percentage_fee,,,,
14709,eccbc8,BTC,3-1-2020,BUY,8.38901314,0.3,,,,
14710,aab323,ETH,3-1-2020,SELL,5.012570431,0.17,,,,
14711,a87ff6,ETH,3-1-2020,BUY,0.790375375,0.3,,,,
14712,c4ca42,BTC,3-1-2020,BUY,8.506111653,0.19,,,,
14713,8f14e4,BTC,3-1-2020,BUY,5.048778163,0.3,,,,
14714,e4da3b,BTC,3-1-2020,BUY,3.698495223,0.3,,,,
14715,d3d944,BTC,4-1-2020,BUY,4.46847933,0.3,,,,
14716,d3d944,BTC,4-1-2020,BUY,7.077530693,0.13,,,,
14717,a87ff6,ETH,4-1-2020,BUY,5.580335316,0.3,,,,
14718,eccbc8,BTC,4-1-2020,BUY,0.423915531,0.3,,,,
14719,167909,BTC,4-1-2020,BUY,6.189603885,0.3,,,,
14720,e4da3b,BTC,4-1-2020,BUY,5.118135614,0.3,,,,
14721,aab323,ETH,4-1-2020,BUY,0.209944449,0.17,,,,
14722,aab323,BTC,4-1-2020,BUY,6.730241933,0.28,,,,
14723,c4ca42,ETH,4-1-2020,BUY,5.481868014,0.3,,,,
14724,c20ad4,ETH,4-1-2020,SELL,2.393562685,0.3,,,,
14725,c20ad4,BTC,4-1-2020,BUY,2.057131862,0.3,,,,
14726,eccbc8,ETH,4-1-2020,SELL,5.949559661,0.23,,,,
14727,6512bd,BTC,4-1-2020,BUY,6.26161381,0.3,,,,
14728,c20ad4,BTC,4-1-2020,BUY,2.487505772,0.3,,,,
14729,aab323,ETH,4-1-2020,BUY,5.613931595,0.26,,,,
14730,eccbc8,ETH,4-1-2020,BUY,9.350816536,0.3,,,,
14731,c4ca42,ETH,5-1-2020,BUY,8.710225275,0.3,,,,
14732,c51ce4,BTC,5-1-2020,BUY,7.614023902,0.3,,,,
14733,45c48c,ETH,5-1-2020,BUY,2.746114895,0.3,,,,
14734,c4ca42,BTC,5-1-2020,BUY,6.686590636,0.24,,,,
14735,eccbc8,BTC,5-1-2020,BUY,0.784192682,0.3,,,,
14736,d3d944,BTC,5-1-2020,BUY,3.053543898,0.3,,,,
14737,c4ca42,ETH,5-1-2020,BUY,8.472906764,0,,,,
14738,45c48c,BTC,5-1-2020,BUY,4.883953402,0.3,,,,
14739,aab323,ETH,5-1-2020,BUY,7.613383586,0.3,,,,
14740,45c48c,ETH,5-1-2020,BUY,2.747091724,0.3,,,,
14741,6512bd,BTC,5-1-2020,BUY,9.63229997,0.3,,,,
14742,a87ff6,ETH,5-1-2020,BUY,7.637025925,0.3,,,,
14743,d3d944,ETH,5-1-2020,SELL,6.459605537,0.22,,,,
14744,e4da3b,BTC,5-1-2020,BUY,8.710062261,0.3,,,,
14745,167909,BTC,5-1-2020,BUY,2.879120234,0.3,,,,
14746,45c48c,BTC,6-1-2020,BUY,5.161658634,0.25,,,,
14747,aab323,BTC,6-1-2020,SELL,3.236522144,0.3,,,,
14748,aab323,BTC,6-1-2020,SELL,1.612529571,0.3,,,,
14749,eccbc8,ETH,6-1-2020,BUY,7.01848265,0.3,,,,
14750,c20ad4,BTC,6-1-2020,BUY,1.149031135,0.3,,,,
14751,c81e72,BTC,6-1-2020,SELL,7.75279823,0.3,,,,
14752,c81e72,ETH,6-1-2020,BUY,2.356286901,0.3,,,,
14753,eccbc8,ETH,6-1-2020,BUY,4.852142717,0.04,,,,
14754,d3d944,BTC,6-1-2020,SELL,2.228183671,0.3,,,,
14755,167909,BTC,6-1-2020,BUY,4.047549358,0.3,,,,
14756,eccbc8,BTC,6-1-2020,BUY,7.900203968,0.3,,,,
14757,167909,BTC,6-1-2020,BUY,1.343177872,0.3,,,,
14758,a87ff6,ETH,6-1-2020,BUY,9.971819884,0.3,,,,
14759,6512bd,ETH,6-1-2020,BUY,5.750930364,0.3,,,,
14760,c4ca42,BTC,7-1-2020,SELL,0.895590733,0.3,,,,
14761,8f14e4,BTC,7-1-2020,BUY,5.925773129,0.3,,,,
14762,c81e72,ETH,7-1-2020,BUY,3.537859987,0.3,,,,
14763,6512bd,BTC,7-1-2020,BUY,5.0203919,0.11,,,,
14764,8f14e4,ETH,7-1-2020,BUY,3.135681382,0.23,,,,
14765,c9f0f8,ETH,7-1-2020,BUY,5.719545565,0.3,,,,
14766,45c48c,BTC,7-1-2020,BUY,2.520065188,0.3,,,,
14767,6512bd,BTC,7-1-2020,BUY,4.606839883,0.3,,,,
14768,c4ca42,BTC,7-1-2020,BUY,3.356218703,0.21,,,,
14769,c81e72,ETH,7-1-2020,BUY,8.168157156,0.2,,,,
14770,c20ad4,BTC,7-1-2020,BUY,8.64290806,0.3,,,,
14771,aab323,BTC,7-1-2020,BUY,8.7785236,0.3,,,,
14772,c81e72,BTC,7-1-2020,BUY,2.653763328,0.3,,,,
14773,6512bd,ETH,7-1-2020,BUY,1.635529648,0.3,,,,
14774,e4da3b,BTC,7-1-2020,SELL,7.467851249,0.08,,,,
14775,c4ca42,ETH,7-1-2020,BUY,5.626524707,0.3,,,,
14776,8f14e4,BTC,7-1-2020,BUY,8.649761979,0.3,,,,
14777,8f14e4,ETH,8-1-2020,BUY,7.204302161,0.3,,,,
14778,6512bd,BTC,8-1-2020,BUY,6.723587974,0.3,,,,
14779,eccbc8,ETH,8-1-2020,BUY,6.680563407,0.3,,,,
14780,8f14e4,ETH,8-1-2020,BUY,6.552600795,0.3,,,,
14781,c4ca42,BTC,8-1-2020,BUY,8.913929489,0.3,,,,
14782,aab323,ETH,8-1-2020,BUY,5.075624563,0.3,,,,
14783,a87ff6,ETH,8-1-2020,SELL,5.452633512,0.3,,,,
14784,c20ad4,BTC,8-1-2020,BUY,6.020216664,0.1,,,,
14785,c9f0f8,BTC,8-1-2020,BUY,1.131409282,0.3,,,,
14786,c9f0f8,BTC,8-1-2020,BUY,4.964871535,0.24,,,,
14787,8f14e4,ETH,8-1-2020,BUY,9.32218505,0.3,,,,
14788,c4ca42,ETH,8-1-2020,BUY,1.40884122,0.3,,,,
14789,8f14e4,BTC,8-1-2020,BUY,4.877025962,0.3,,,,
14790,6512bd,ETH,8-1-2020,BUY,8.885718424,0.3,,,,
14791,c20ad4,BTC,8-1-2020,BUY,4.671776778,0.3,,,,
14792,a87ff6,BTC,9-1-2020,BUY,0.996441954,0.26,,,,
14793,c9f0f8,ETH,9-1-2020,BUY,0.171497336,0.3,,,,
14794,c20ad4,BTC,9-1-2020,BUY,8.720084437,0.22,,,,
14795,6512bd,ETH,9-1-2020,BUY,8.937486218,0.09,,,,
14796,8f14e4,ETH,9-1-2020,BUY,5.572937433,0.3,,,,
14797,8f14e4,BTC,9-1-2020,BUY,9.048268258,0.3,,,,
14798,c4ca42,BTC,9-1-2020,BUY,3.476148784,0.3,,,,
14799,aab323,ETH,9-1-2020,BUY,2.091951428,0.29,,,,
14800,c81e72,BTC,9-1-2020,BUY,7.732209369,0.3,,,,
14801,aab323,BTC,9-1-2020,BUY,5.678120115,0.21,,,,
14802,c9f0f8,ETH,9-1-2020,BUY,1.065052139,0.21,,,,
14803,eccbc8,BTC,9-1-2020,BUY,9.666318844,0.3,,,,
14804,c9f0f8,ETH,9-1-2020,BUY,5.334739863,0.11,,,,
14805,a87ff6,BTC,9-1-2020,BUY,2.125529465,0.3,,,,
14806,167909,ETH,9-1-2020,SELL,0.321069511,0.3,,,,
14807,e4da3b,BTC,9-1-2020,SELL,3.238521147,0.3,,,,
14808,c51ce4,BTC,9-1-2020,BUY,6.649215646,0.1,,,,
14809,a87ff6,ETH,9-1-2020,BUY,0.918833895,0.3,,,,
14810,eccbc8,BTC,9-1-2020,BUY,8.858281611,0.03,,,,
14811,aab323,ETH,9-1-2020,BUY,1.088066059,0.26,,,,
14812,167909,BTC,10-1-2020,BUY,5.345939286,0.05,,,,
14813,c4ca42,BTC,10-1-2020,BUY,4.336857504,0.3,,,,
14814,c20ad4,ETH,10-1-2020,BUY,3.5406787,0.3,,,,
14815,c4ca42,BTC,10-1-2020,SELL,5.356259126,0.3,,,,
14816,c9f0f8,ETH,10-1-2020,BUY,2.480803328,0.3,,,,
14817,d3d944,BTC,10-1-2020,BUY,9.335118013,0.3,,,,
14818,a87ff6,BTC,10-1-2020,BUY,3.304836453,0.06,,,,
14819,eccbc8,BTC,10-1-2020,SELL,3.350155842,0.3,,,,
14820,c81e72,ETH,10-1-2020,SELL,0.180430514,0.23,,,,
14821,c9f0f8,BTC,10-1-2020,BUY,6.604179271,0.3,,,,
14822,8f14e4,ETH,10-1-2020,BUY,4.625668661,0.3,,,,
14823,d3d944,BTC,10-1-2020,BUY,5.423506371,0.3,,,,
14824,eccbc8,BTC,10-1-2020,BUY,4.821662899,0.3,,,,
14825,167909,BTC,10-1-2020,SELL,3.913035618,0.15,,,,
14826,6512bd,BTC,10-1-2020,BUY,2.215810415,0.26,,,,
14827,c4ca42,BTC,10-1-2020,BUY,2.044370492,0.17,,,,
14828,167909,BTC,11-1-2020,BUY,5.160472966,0.08,,,,
14829,a87ff6,BTC,11-1-2020,BUY,8.02441732,0.3,,,,
14830,c20ad4,BTC,11-1-2020,BUY,1.812697442,0.3,,,,
14831,a87ff6,BTC,11-1-2020,BUY,2.210087641,0.3,,,,
14832,d3d944,BTC,11-1-2020,BUY,7.953910078,0.3,,,,
14833,6512bd,ETH,11-1-2020,SELL,5.009536742,0.13,,,,
14834,c4ca42,BTC,11-1-2020,BUY,7.983552258,0.2,,,,
14835,45c48c,ETH,11-1-2020,SELL,4.864819558,0.3,,,,
14836,e4da3b,BTC,11-1-2020,BUY,3.122486472,0.3,,,,
14837,c81e72,BTC,11-1-2020,BUY,2.598755483,0.3,,,,
14838,d3d944,BTC,11-1-2020,BUY,3.807145434,0.3,,,,
14839,eccbc8,ETH,11-1-2020,SELL,4.184379518,0.24,,,,
14840,a87ff6,BTC,11-1-2020,BUY,1.668790419,0.3,,,,
14841,167909,BTC,12-1-2020,BUY,2.172815214,0.3,,,,
14842,c51ce4,BTC,12-1-2020,SELL,6.986783203,0.3,,,,
14843,167909,BTC,12-1-2020,BUY,7.505006918,0.3,,,,
14844,c51ce4,BTC,12-1-2020,SELL,0.05067285,0.3,,,,
14845,e4da3b,BTC,12-1-2020,BUY,6.026348419,0.3,,,,
14846,45c48c,BTC,12-1-2020,BUY,7.095204978,0.3,,,,
14847,a87ff6,ETH,12-1-2020,BUY,3.241904396,0.3,,,,
14848,eccbc8,ETH,12-1-2020,BUY,8.688932486,0.3,,,,
14849,c20ad4,ETH,12-1-2020,BUY,6.084481454,0.3,,,,
14850,e4da3b,ETH,12-1-2020,BUY,5.44005084,0.12,,,,
14851,c4ca42,ETH,12-1-2020,BUY,3.769293873,0.01,,,,
14852,aab323,BTC,13-1-2020,BUY,6.209692502,0.24,,,,
14853,c81e72,ETH,13-1-2020,BUY,1.336359504,0.3,,,,
14854,167909,ETH,13-1-2020,BUY,7.986087235,0.14,,,,
14855,aab323,BTC,13-1-2020,BUY,3.997370913,0.3,,,,
14856,8f14e4,BTC,13-1-2020,BUY,2.398193097,0.3,,,,
14857,c9f0f8,ETH,13-1-2020,BUY,2.994519206,0.3,,,,
14858,167909,BTC,13-1-2020,BUY,2.956319171,0.3,,,,
14859,aab323,BTC,13-1-2020,BUY,8.089123303,0.3,,,,
14860,d3d944,BTC,13-1-2020,BUY,7.448939235,0.3,,,,
14861,c9f0f8,ETH,13-1-2020,BUY,2.260335623,0.07,,,,
14862,eccbc8,BTC,13-1-2020,SELL,8.014475885,0.3,,,,
14863,c4ca42,ETH,13-1-2020,BUY,6.676067318,0.3,,,,
14864,c9f0f8,ETH,13-1-2020,BUY,9.429673768,0.3,,,,
14865,167909,BTC,13-1-2020,BUY,3.822989714,0.28,,,,
14866,c81e72,ETH,13-1-2020,SELL,5.702583147,0.16,,,,
14867,aab323,ETH,13-1-2020,BUY,9.938919062,0.3,,,,
14868,eccbc8,ETH,13-1-2020,BUY,6.751107209,0.3,,,,
14869,c20ad4,BTC,13-1-2020,BUY,7.915313858,0.3,,,,
14870,45c48c,ETH,14-1-2020,BUY,8.868212219,0.3,,,,
14871,a87ff6,ETH,14-1-2020,BUY,3.699118308,0.3,,,,
14872,eccbc8,ETH,14-1-2020,BUY,5.520895975,0.3,,,,
14873,c20ad4,ETH,14-1-2020,SELL,6.987092363,0.2,,,,
14874,6512bd,ETH,14-1-2020,BUY,8.650722683,0.3,,,,
14875,c20ad4,BTC,14-1-2020,SELL,8.457086408,0.3,,,,
14876,c81e72,BTC,14-1-2020,SELL,8.6195679,0.3,,,,
14877,c20ad4,BTC,14-1-2020,BUY,1.29541369,0.17,,,,
14878,c20ad4,ETH,14-1-2020,BUY,5.791847591,0.12,,,,
14879,eccbc8,BTC,14-1-2020,SELL,8.167550904,0.3,,,,
14880,c4ca42,BTC,14-1-2020,BUY,0.956450524,0.28,,,,
14881,eccbc8,BTC,14-1-2020,BUY,7.981327027,0.23,,,,
14882,167909,ETH,14-1-2020,SELL,4.780261491,0.3,,,,
14883,c9f0f8,BTC,14-1-2020,BUY,4.499765997,0.3,,,,
14884,aab323,ETH,14-1-2020,BUY,9.813461323,0.07,,,,
14885,aab323,ETH,14-1-2020,BUY,1.263585652,0.3,,,,
14886,c9f0f8,BTC,14-1-2020,BUY,7.851777632,0.3,,,,
14887,e4da3b,BTC,15-1-2020,BUY,4.302330061,0.15,,,,
14888,aab323,ETH,15-1-2020,BUY,5.774617011,0.3,,,,
14889,e4da3b,ETH,15-1-2020,BUY,3.034921855,0.3,,,,
14890,8f14e4,ETH,15-1-2020,BUY,9.862988786,0.3,,,,
14891,a87ff6,BTC,15-1-2020,SELL,9.22173635,0.3,,,,
14892,eccbc8,ETH,15-1-2020,BUY,5.732951779,0.3,,,,
14893,c20ad4,BTC,15-1-2020,BUY,7.645685172,0.24,,,,
14894,6512bd,BTC,15-1-2020,BUY,4.887588301,0.3,,,,
14895,c4ca42,ETH,15-1-2020,BUY,0.206438111,0.3,,,,
14896,a87ff6,BTC,15-1-2020,BUY,4.098637237,0.3,,,,
14897,c4ca42,BTC,15-1-2020,SELL,2.867185427,0.02,,,,
14898,167909,BTC,15-1-2020,SELL,9.794160411,0.3,,,,
14899,aab323,ETH,15-1-2020,BUY,1.848722459,0.3,,,,
14900,a87ff6,ETH,15-1-2020,BUY,3.862197426,0.3,,,,
14901,c20ad4,ETH,15-1-2020,SELL,5.36513275,0.3,,,,
14902,8f14e4,ETH,15-1-2020,BUY,7.629178947,0.3,,,,
14903,e4da3b,ETH,15-1-2020,BUY,2.410759613,0.1,,,,
14904,6512bd,BTC,16-1-2020,SELL,0.744856975,0.3,,,,
14905,c81e72,ETH,16-1-2020,SELL,1.550789604,0.3,,,,
14906,eccbc8,BTC,16-1-2020,BUY,7.352210175,0.3,,,,
14907,c9f0f8,ETH,16-1-2020,BUY,6.293137714,0.3,,,,
14908,45c48c,ETH,16-1-2020,SELL,7.281468934,0.15,,,,
14909,c20ad4,BTC,16-1-2020,BUY,0.720771185,0.3,,,,
14910,8f14e4,BTC,16-1-2020,BUY,0.130221501,0.3,,,,
14911,8f14e4,BTC,16-1-2020,BUY,8.942706156,0.27,,,,
14912,8f14e4,BTC,16-1-2020,BUY,9.095252331,0.3,,,,
14913,c9f0f8,ETH,16-1-2020,BUY,0.050863562,0.3,,,,
14914,c4ca42,BTC,16-1-2020,BUY,4.059189832,0.3,,,,
14915,a87ff6,ETH,16-1-2020,BUY,6.950588921,0.3,,,,
14916,c4ca42,BTC,16-1-2020,BUY,7.977489468,0.3,,,,
14917,c4ca42,BTC,16-1-2020,SELL,0.14973455,0.13,,,,
14918,c20ad4,BTC,17-1-2020,BUY,3.389737254,0.3,,,,
14919,c20ad4,BTC,17-1-2020,BUY,8.492339159,0.3,,,,
14920,e4da3b,BTC,17-1-2020,BUY,7.546541275,0.3,,,,
14921,8f14e4,ETH,17-1-2020,SELL,4.910685175,0.13,,,,
14922,e4da3b,ETH,18-1-2020,BUY,6.578475617,0.3,,,,
14923,45c48c,ETH,18-1-2020,BUY,6.930424787,0.3,,,,
14924,c9f0f8,BTC,18-1-2020,BUY,2.837092084,0.06,,,,
14925,c81e72,BTC,18-1-2020,BUY,4.436112719,0.22,,,,
14926,a87ff6,BTC,18-1-2020,BUY,7.397661164,0.1,,,,
14927,6512bd,BTC,18-1-2020,BUY,0.862198742,0.24,,,,
14928,6512bd,ETH,18-1-2020,BUY,1.764978345,0.3,,,,
14929,e4da3b,BTC,18-1-2020,BUY,3.68255847,0.07,,,,
14930,eccbc8,ETH,18-1-2020,BUY,8.847896597,0.3,,,,
14931,c9f0f8,ETH,18-1-2020,BUY,1.122076758,0.25,,,,
14932,45c48c,BTC,18-1-2020,BUY,4.634001044,0.3,,,,
14933,c4ca42,ETH,18-1-2020,BUY,0.59423944,0.3,,,,
14934,c4ca42,ETH,18-1-2020,BUY,2.581571718,0.3,,,,
14935,e4da3b,BTC,18-1-2020,BUY,4.082499478,0.19,,,,
14936,6512bd,BTC,19-1-2020,BUY,1.781408043,0.3,,,,
14937,c20ad4,BTC,19-1-2020,BUY,7.244478355,0.24,,,,
14938,eccbc8,BTC,19-1-2020,BUY,0.744844682,0.22,,,,
14939,167909,ETH,19-1-2020,BUY,6.498027845,0.3,,,,
14940,e4da3b,BTC,19-1-2020,BUY,1.170523476,0.3,,,,
14941,45c48c,ETH,19-1-2020,SELL,8.068945573,0.3,,,,
14942,a87ff6,BTC,19-1-2020,BUY,1.454571098,0.3,,,,
14943,a87ff6,BTC,19-1-2020,BUY,4.753176653,0.3,,,,
14944,e4da3b,ETH,19-1-2020,BUY,7.793354203,0.3,,,,
14945,aab323,ETH,19-1-2020,BUY,8.337286759,0.3,,,,
14946,aab323,BTC,19-1-2020,SELL,4.981119824,0.11,,,,
14947,c20ad4,BTC,20-1-2020,BUY,8.797456029,0.3,,,,
14948,e4da3b,BTC,20-1-2020,BUY,0.294315006,0.3,,,,
14949,c81e72,BTC,20-1-2020,BUY,5.847380006,0.2,,,,
14950,45c48c,ETH,20-1-2020,BUY,6.997452988,0.28,,,,
14951,c20ad4,BTC,20-1-2020,BUY,9.562709608,0.23,,,,
14952,6512bd,BTC,20-1-2020,SELL,3.082966234,0.3,,,,
14953,c9f0f8,BTC,20-1-2020,BUY,1.530963502,0.3,,,,
14954,45c48c,BTC,20-1-2020,SELL,2.374273703,0.3,,,,
14955,d3d944,ETH,20-1-2020,BUY,5.637952842,0.29,,,,
14956,c20ad4,BTC,20-1-2020,BUY,3.362045823,0.3,,,,
14957,aab323,ETH,20-1-2020,BUY,0.532405145,0.11,,,,
14958,eccbc8,ETH,20-1-2020,BUY,0.306396616,0.3,,,,
14959,a87ff6,BTC,20-1-2020,BUY,5.253509482,0.3,,,,
14960,6512bd,ETH,20-1-2020,BUY,2.546386193,0.3,,,,
14961,c81e72,BTC,21-1-2020,BUY,5.276377245,0.3,,,,
14962,8f14e4,BTC,21-1-2020,BUY,9.425675882,0.3,,,,
14963,e4da3b,BTC,21-1-2020,BUY,5.658384936,0.06,,,,
14964,6512bd,ETH,21-1-2020,BUY,6.329333664,0.3,,,,
14965,a87ff6,ETH,21-1-2020,BUY,6.762655204,0.04,,,,
14966,c51ce4,BTC,21-1-2020,BUY,5.884904899,0.3,,,,
14967,eccbc8,ETH,21-1-2020,BUY,9.558782298,0.3,,,,
14968,c4ca42,ETH,21-1-2020,BUY,2.27262126,0.3,,,,
14969,aab323,ETH,21-1-2020,BUY,0.319220535,0.3,,,,
14970,c4ca42,ETH,21-1-2020,SELL,6.409741954,0.3,,,,
14971,c9f0f8,ETH,21-1-2020,BUY,9.194334264,0.3,,,,
14972,c4ca42,ETH,21-1-2020,BUY,8.264706998,0.3,,,,
14973,c20ad4,BTC,21-1-2020,BUY,9.55605568,0.3,,,,
14974,a87ff6,BTC,21-1-2020,BUY,2.997386583,0.23,,,,
14975,167909,ETH,21-1-2020,BUY,9.37608015,0.09,,,,
14976,e4da3b,BTC,21-1-2020,BUY,7.282679059,0.3,,,,
14977,aab323,ETH,21-1-2020,BUY,8.785872845,0.3,,,,
14978,c4ca42,BTC,21-1-2020,BUY,3.874826124,0.3,,,,
14979,eccbc8,ETH,21-1-2020,BUY,5.98029503,0.1,,,,
14980,45c48c,BTC,21-1-2020,BUY,1.463407279,0.03,,,,
14981,45c48c,BTC,21-1-2020,BUY,1.062096053,0.3,,,,
14982,e4da3b,ETH,21-1-2020,BUY,6.574913253,0.3,,,,
14983,45c48c,ETH,22-1-2020,BUY,4.627268245,0.3,,,,
14984,6512bd,BTC,22-1-2020,BUY,1.626087572,0.3,,,,
14985,c20ad4,ETH,22-1-2020,BUY,8.084307044,0.28,,,,
14986,aab323,ETH,22-1-2020,BUY,1.740547302,0.3,,,,
14987,a87ff6,BTC,22-1-2020,BUY,3.874293234,0.3,,,,
14988,eccbc8,BTC,22-1-2020,BUY,2.321901055,0.3,,,,
14989,aab323,BTC,22-1-2020,BUY,3.146352158,0.22,,,,
14990,aab323,ETH,22-1-2020,SELL,4.154229653,0.3,,,,
14991,45c48c,BTC,22-1-2020,BUY,2.184236317,0.3,,,,
14992,aab323,ETH,22-1-2020,BUY,2.550261875,0.3,,,,
14993,c51ce4,BTC,22-1-2020,BUY,8.434948408,0.3,,,,
14994,a87ff6,ETH,22-1-2020,BUY,8.550928104,0.3,,,,
14995,c81e72,BTC,22-1-2020,BUY,6.312810701,0.3,,,,
14996,c9f0f8,ETH,22-1-2020,SELL,6.373814037,0.3,,,,
14997,a87ff6,ETH,22-1-2020,BUY,4.418654836,0.3,,,,
14998,6512bd,ETH,22-1-2020,BUY,9.28068355,0.3,,,,
14999,8f14e4,ETH,22-1-2020,BUY,0.324455665,0.13,,,,
15000,aab323,BTC,22-1-2020,BUY,5.172830512,0.2,,,,
15001,c51ce4,BTC,22-1-2020,BUY,3.136921845,0.3,,,,
15002,6512bd,BTC,23-1-2020,BUY,4.040857541,0.3,,,,
15003,c9f0f8,BTC,23-1-2020,SELL,9.309332109,0.3,,,,
15004,167909,ETH,23-1-2020,BUY,4.605231349,0.2,,,,
15005,d3d944,BTC,23-1-2020,BUY,9.504228718,0.09,,,,
15006,167909,BTC,23-1-2020,BUY,1.054445179,0.01,,,,
15007,eccbc8,BTC,23-1-2020,BUY,3.971659027,0.3,,,,
15008,6512bd,BTC,23-1-2020,BUY,7.278376308,0.21,,,,
15009,167909,ETH,23-1-2020,BUY,6.490985082,0.16,,,,
15010,d3d944,BTC,23-1-2020,BUY,9.707071756,0.3,,,,
15011,c81e72,ETH,23-1-2020,BUY,4.773644192,0.29,,,,
15012,c51ce4,ETH,23-1-2020,BUY,1.103463886,0.12,,,,
15013,167909,BTC,23-1-2020,BUY,4.585959349,0.09,,,,
15014,c4ca42,ETH,23-1-2020,BUY,8.439778184,0.3,,,,
15015,c51ce4,ETH,23-1-2020,BUY,0.933951688,0.3,,,,
15016,c9f0f8,ETH,23-1-2020,BUY,1.457782343,0.3,,,,
15017,aab323,ETH,23-1-2020,BUY,8.212365686,0.25,,,,
15018,c20ad4,ETH,23-1-2020,BUY,7.610064511,0.3,,,,
15019,aab323,BTC,24-1-2020,BUY,3.8936394,0.13,,,,
15020,c20ad4,ETH,24-1-2020,BUY,8.872947928,0.01,,,,
15021,6512bd,ETH,24-1-2020,SELL,8.577156934,0.3,,,,
15022,8f14e4,ETH,24-1-2020,SELL,8.28172549,0.2,,,,
15023,c4ca42,ETH,24-1-2020,SELL,7.099434667,0.05,,,,
15024,a87ff6,ETH,24-1-2020,BUY,1.3937866,0.3,,,,
15025,eccbc8,BTC,24-1-2020,BUY,4.786427306,0.3,,,,
15026,c4ca42,BTC,24-1-2020,BUY,3.548175733,0.3,,,,
15027,c4ca42,ETH,24-1-2020,BUY,2.00915757,0.05,,,,
15028,c9f0f8,ETH,25-1-2020,BUY,5.864504836,0,,,,
15029,c81e72,ETH,25-1-2020,BUY,0.638626416,0.2,,,,
15030,c9f0f8,BTC,25-1-2020,BUY,1.178319614,0.3,,,,
15031,c4ca42,ETH,25-1-2020,BUY,1.911335341,0.3,,,,
15032,aab323,BTC,25-1-2020,BUY,9.68957435,0.3,,,,
15033,6512bd,ETH,25-1-2020,SELL,7.450766853,0.3,,,,
15034,e4da3b,BTC,25-1-2020,BUY,0.66415419,0.3,,,,
15035,c4ca42,ETH,25-1-2020,BUY,2.052001124,0.3,,,,
15036,aab323,ETH,25-1-2020,BUY,2.632104797,0.3,,,,
15037,aab323,BTC,26-1-2020,SELL,0.514519637,0.3,,,,
15038,6512bd,BTC,26-1-2020,BUY,5.365236591,0.3,,,,
15039,c81e72,ETH,26-1-2020,SELL,7.097127455,0.3,,,,
15040,d3d944,BTC,26-1-2020,BUY,6.078229596,0.3,,,,
15041,e4da3b,BTC,26-1-2020,BUY,3.439866829,0.2,,,,
15042,c51ce4,ETH,26-1-2020,SELL,3.506678428,0.3,,,,
15043,a87ff6,ETH,26-1-2020,BUY,3.660474582,0.3,,,,
15044,c4ca42,BTC,26-1-2020,SELL,8.446971293,0.2,,,,
15045,c81e72,BTC,26-1-2020,BUY,5.608590543,0.06,,,,
15046,c4ca42,BTC,26-1-2020,BUY,3.765401249,0.3,,,,
15047,eccbc8,BTC,26-1-2020,BUY,2.667432605,0.23,,,,
15048,6512bd,BTC,26-1-2020,BUY,9.201107848,0.3,,,,
15049,a87ff6,ETH,26-1-2020,BUY,0.545272503,0.3,,,,
15050,c81e72,ETH,26-1-2020,BUY,3.17537312,0.03,,,,
15051,c20ad4,BTC,26-1-2020,BUY,7.697166179,0.22,,,,
15052,a87ff6,BTC,27-1-2020,BUY,6.212390038,0.19,,,,
15053,c81e72,ETH,27-1-2020,BUY,4.046916137,0.3,,,,
